key,text,en
$pages$CreateDataset$index12,支持多种方式快速生成您的大模型数据集，生成的大模型数据集可以用来训练或测评，让您的大模型快速掌握特定的知识和能力,"Support multiple methods to quickly generate your model datasets. The generated datasets can be used for training or evaluation, enabling your model to rapidly acquire specific knowledge and capabilities"
$pages$CreateDataset$index13,支持多种方式快速生成您的大模型数据集，生成的大模型数据集可以用来训练或测评，让您的大模型快速掌握特定的知识和能力,"Support multiple methods to quickly generate your model datasets. The generated datasets can be used for training or evaluation, enabling your model to rapidly acquire specific knowledge and capabilities"
$pages$CreateDataset$index14,使用大模型生成训练用的数据集,Use the datasets for model training
$pages$CreateDataset$index15,使用大模型生成训练用的数据集,Use the datasets for model training
$pages$CreateDataset$index16,步骤6,Step 6
$pages$CreateDataset$index17,生成,Generate
$pages$DatasetsDetailsDashboard$index0,开始生成,Start generate
$pages$DatasetsDetailsDashboard$index1,生成子主题,Generate subtopics
$pages$DatasetsDetailsDashboard$index2,生成问题,Generate questions
$pages$DatasetsDetailsDashboard$index3,生成答案,Generate answers
$pages$DatasetsDetailsDashboard$index4,写文件,Write file
$pages$DatasetsDetailsDashboard$index5,数据集上传,Upload dataset 
$pages$DatasetsDetailsDashboard$index6,生成失败,Generate failed
$pages$DatasetsDetailsDashboard$index7,生成成功,Generated successfully
$pages$DatasetsDetailsDashboard$index8,开始生成,Start generating
$pages$DatasetsDetailsDashboard$index9,答案生成,Answer Generation
$pages$DatasetsDetailsDashboard$index10,答案验证,Answer Verification
$pages$DatasetsDetailsDashboard$index11,问题生成,Question generation
$pages$DatasetsDetailsDashboard$index12,问题增强,Question enhancement
$pages$DatasetsDetailsDashboard$index13,数据组装,Data assembly
$pages$DatasetsDetailsDashboard$index14,写文件,Write file
$pages$DatasetsDetailsDashboard$index15,数据集上传,Upload dataset 
$pages$DatasetsDetailsDashboard$index16,生成完成,Generation completed
$pages$DatasetsDetailsDashboard$index17,开始训练,Start training
$pages$DatasetsDetailsDashboard$index18,生成子主题,Generate subtopics
$pages$DatasetsDetailsDashboard$index19,生成问题,Generate questions
$pages$DatasetsDetailsDashboard$index20,生成答案,Generate answers
$pages$DatasetsDetailsDashboard$index21,写文件,Write file
$pages$DatasetsDetailsDashboard$index22,数据集上传,Upload dataset 
$pages$DatasetsDetailsDashboard$index23,生成成功,Generated successfully
$pages$DatasetsDetailsDashboard$index24,开始生成,Start generating
$pages$DatasetsDetailsDashboard$index25,答案生成,Answer Generation
$pages$DatasetsDetailsDashboard$index26,答案验证,Answer Verification
$pages$DatasetsDetailsDashboard$index27,问题生成,Question generation
$pages$DatasetsDetailsDashboard$index28,问题增强,Question enhancement
$pages$DatasetsDetailsDashboard$index29,数据组装,Data assembly
$pages$DatasetsDetailsDashboard$index30,写文件,Write file
$pages$DatasetsDetailsDashboard$index31,数据集上传,Upload dataset 
$pages$DatasetsDetailsDashboard$index32,生成完成,Generation completed
$pages$DatasetsDetailsDashboard$index33,总成本,Total cost
$pages$DatasetsDetailsDashboard$index34,条目数,Number of entries
$pages$DatasetsDetailsDashboard$index35,生成速率,Generation rate
$pages$DatasetsDetailsDashboard$index36,总成本,Total cost
$pages$DatasetsDetailsDashboard$index37,生成速率,Generation rate
$pages$DatasetsDetailsDashboard$index38,生成数据保留率,Generate data retention rate
$pages$DatasetsDetailsDashboard$index39,"{b}
{c}条，{d}%","{b}
{c},{d}%"
$pages$DatasetsDetailsDashboard$index40,保留条目,Retain entry
$pages$DatasetsDetailsDashboard$index41,舍弃条目,Discard entry
$pages$DatasetsDetailsDashboard$index42,保留条目,Retain entry
$pages$DatasetsDetailsDashboard$index43,大模型数据集生成状态,Model dataset generation status
$pages$DatasetsDetailsDashboard$index44,大模型数据集生成状态,Model dataset generation status
$pages$DatasetsDetailsDashboard$index45,查看你的大模型数据集生成状态,View the generation status of your model dataset
$pages$DatasetsDetailsDashboard$index46,查看你的大模型数据集生成状态,View the generation status of your model dataset
$pages$DatasetsDetailsDashboard$index47,可以实时掌握数据集的生成过程,The generation process of the dataset can be mastered in real time
$pages$DatasetsDetailsDashboard$index48,可以实时掌握数据集的生成过程,The generation process of the dataset can be mastered in real time
$pages$DatasetsDetailsDashboard$index49,任务状态：,Task status:
$pages$DatasetsDetailsDashboard$index50,数据指标,Data indicators
$pages$DatasetsDetailsDashboard$index51,生成完成度,Generation completion
$pages$DatasetsDetailsDashboard$index52,总成本：$,Total cost: $
$pages$DatasetsDetailsDashboard$index53,生成速率：,Generation rate:
$pages$DatasetsDetailsDashboard$index54,生成条目数：,Number of generated entries:
$pages$DatasetsDetailsDashboard$index55,生成数据保留率：,Generate data retention rate:
$pages$DatasetsDetailsDashboard$index56,生成数据集,Generate dataset
$pages$DatasetsDetailsDashboard$index57,暂无数据,No data available
$pages$DatasetsDetailsDashboard$index58,暂无数据,No data available
$pages$DatasetsPrivatePage$index0,步骤2,Step 2
$pages$DatasetsPrivatePage$index1,数据生成,Data generation
$pages$DatasetsPrivatePage$index2,上传文件数据集,Upload dataset file
$pages$DatasetsPrivatePage$index3,数据集,Datasets
$pages$DatasetsPrivatePage$index4,数据集,Datasets
$pages$DatasetsPrivatePage$index5,数据集是机器学习和数据分析的基础。这里展示所有您从数据集市场上添加/个人创建的数据集，支持企业新增大模型数据集和上传文件数据集，可以通过数据集训练企业的定制化大模型。,"Datasets are the foundation of Machine Learning and Data Analysis. Here are all the datasets you add/create from the store, supporting enterprises to add model datasets and upload file datasets. You can train customized models for enterprises through datasets."
$pages$DatasetsPrivatePage$index6,数据集是机器学习和数据分析的基础。这里展示所有您从数据集市场上添加/个人创建的数据集，支持企业新增大模型数据集和上传文件数据集，可以通过数据集训练企业的定制化大模型。,"Datasets are the foundation of Machine Learning and Data Analysis. Here are all the datasets you add/create from the store, supporting enterprises to add model datasets and upload file datasets. You can train customized models for enterprises through datasets."
$pages$DatasetsPubPage$index0,数据集市场,Dataset Store
$pages$DatasetsPubPage$index1,数据集市场,Dataset Store
$pages$DatasetsPubPage$index2,为您提供行业内热门的公有数据集资源，您可以从市场上添加到个人工作台进行试用。,"We provide you with popular public dataset resources, which you can add to your studio from the store for trial."
$pages$DatasetsPubPage$index3,为您提供行业内热门的公有数据集资源，您可以从市场上添加到个人工作台进行试用。,"We provide you with popular public dataset resources, which you can add to your studio from the store for trial."
$pages$DatasetDetailPage$index0,成功,Success
$pages$DatasetDetailPage$index1,数据集已添加到工作台,Added to your Studio
$pages$DatasetDetailPage$index2,数据集详情,Dataset Details
$pages$DatasetDetailPage$index3,展示市场上公有的数据集详细信息，包含数据集介绍和数据集文件，用户可以决定是否添加到个人工作台/数据集。,"Display detailed information about public datasets, including dataset introduction and dataset files. Users can decide whether to add them to their studio/datasets."
$pages$DatasetDetailPage$index4,展示私有数据集详细信息，包含数据集介绍和数据集文件，用户可以进行数据训练。,"Display detailed information about private datasets, including dataset introduction and dataset files. Users can use the datasets for training."
$pages$DatasetDetailPage$index5,步骤4,Step 4
$pages$DatasetDetailPage$index6,已添加到工作台/数据集,Added to Studio/Datasets
$pages$DatasetDetailPage$index7,步骤4,Step 4
$pages$DatasetDetailPage$index8,添加到工作台/数据集,Add to Studio/Datasets
$pages$DatasetDetailPage$index9,编辑,Edit
$pages$AIAppPrivatePage$index0,对话型应用,Chat Applications
$pages$AIAppPrivatePage$index1,我要构建一个聊天场景的应用，该应用采用一问一答模式与用户持续对话。,I want to build an application for a chat scenario that uses a question-and-answer mode to continuously communicate with users.
$pages$AIAppPrivatePage$index2,生成型应用,Generative application
$pages$AIAppPrivatePage$index3,我要构建一个根据提示生成高质量文本的应用，例如生成文章、摘要、翻译等。,"I want to build an application that generates high-quality text based on prompts, such as articles, summaries, translations, etc."
$pages$AIAppPrivatePage$index4,增强型应用,Enhanced application
$pages$AIAppPrivatePage$index5,我要构建一个增强型应用，不仅可以与AI对话，还能预览AI回复问答的溯源文件。,"I want to build an enhanced application that can not only talk to AI, but also preview the traceability file of AI reply questions and answers."
$pages$AIAppPrivatePage$index6,智能体应用,Agent application
$pages$AIAppPrivatePage$index7,我要构建一个智能体助手，可以自主选择工具完成设置的任务。,I want to build an agent assistant that can independently choose tools to complete tasks.
$pages$AIAppPrivatePage$index8,自定义应用,Custom application
$pages$AIAppPrivatePage$index9,我要构建一个自定义应用。,I want to build a custom application.
$pages$AIAppPrivatePage$index10,创建AI应用引导,Guide to creating an AI application
$pages$AIAppPrivatePage$index11,步骤3,Step 3
$pages$AIAppPrivatePage$index12,提示,Tips
$pages$AIAppPrivatePage$index13,应用名称不能为空,Application name cannot be empty
$pages$AIAppPrivatePage$index14,AI应用,AI Applications
$pages$AIAppPrivatePage$index15,AI应用,AI Applications
$pages$AIAppPrivatePage$index16,展示所有您从AI应用市场上添加/个人创建的AI应用，可以根据模板自定义您自己的应用程序。,"Display all the AI applications you have added/created from the AI Application store, and customize your own application according to the template."
$pages$AIAppPrivatePage$index17,展示所有您从AI应用市场上添加/个人创建的AI应用，可以根据模板自定义您自己的应用程序。,"Display all the AI applications you have added/created from the AI Application store, and customize your own application according to the template."
$pages$AIAppPrivatePage$index18,导入AI应用,Import AI Application
